OR4F5	NM_001005484
RNF146	NM_001242849
ECHDC1	NM_001139510
KIAA0408	NM_014702
SOGA3	NM_001012279
C6orf58	NM_001010905
THEMIS	NM_001164685
PTPRK	NM_001291981
LAMA2	NM_000426
ARHGAP18	NM_033515
TMEM244	NM_001010876
L3MBTL3	NM_032438
SAMD3	NM_001277185
TMEM200A	NM_001258278
SMLR1	NM_001195597
EPB41L2	NM_001431
AKAP7	NM_016377
ARG1	NM_001244438
MED23	NM_015979
ENPP3	NM_005021
OR2A4	NM_030908
CTAGE9	NM_001145659
ENPP1	NM_006208
CTGF	NM_001901
MOXD1	NM_015529
STX7	NM_003569
TAAR9	NM_175057
TAAR8	NM_053278
TAAR6	NM_175067
TAAR5	NM_003967
TAAR2	NM_001033080
TAAR1	NM_138327
VNN1	NM_004666
VNN3	NM_001291702
VNN2	NM_004665
SLC18B1	NM_052831
RPS12	NM_001016
EYA4	NM_001301013
TCF21	NM_003206
TBPL1	NM_004865
SLC2A12	NM_145176
SGK1	NM_001143676
ALDH8A1	NM_022568
HBS1L	NM_006620
MYB	NM_001130173
AHI1	NM_017651
PDE7B	NM_018945
MTFR2	NM_138419
BCLAF1	NM_014739
MAP7	NM_001198609
MAP3K5	NM_005923
PEX7	NM_000288
SLC35D3	NM_001008783
IL20RA	NM_014432
IL22RA2	NM_052962
IFNGR1	NM_000416
OLIG3	NM_175747
TNFAIP3	NM_001270508
PERP	NM_022121
KIAA1244	NM_020340
PBOV1	NM_021635
RP3-422G23.4	ENST00000573100
HEBP2	NM_014320
NHSL1	NM_001144060
LOC100507462	NM_001242740
CCDC28A	NM_015439
ECT2L	NM_001195037
REPS1	NM_001286611
ABRACL	NM_021243
HECA	NM_016217
TXLNB	NM_153235
CITED2	NM_001168389
NMBR	NM_002511
GJE1	ENST00000450456
VTA1	NM_016485
GPR126	NM_198569
HIVEP2	NM_006734
AIG1	NM_016108
ADAT2	NM_182503
AL031320.1	ENST00000595616
PEX3	NM_003630
FUCA2	NM_032020
PHACTR2	NM_001100164
RP3-468K18.5	ENST00000545614
LTV1	NM_032860
ZC2HC1B	NM_001013623
PLAGL1	NM_001080952
SF3B5	NM_031287
STX11	NM_003764
UTRN	NM_007124
EPM2A	NM_001018041
FBXO30	NM_032145
SHPRH	NM_001042683
GRM1	NM_001278064
RAB32	NM_006834
ADGB	NM_024694
STXBP5	NM_001127715
SAMD5	NM_001030060
SASH1	NM_015278
UST	NM_005715
TAB2	NM_001292034
SUMO4	NM_001002255
ZC3H12D	NM_207360
PPIL4	NM_139126
GINM1	NM_138785
KATNA1	NM_007044
LATS1	NM_004690
NUP43	NM_198887
PCMT1	NM_001252049
LRP11	NM_032832
RAET1E	NM_139165
RAET1G	NM_001001788
ULBP2	NM_025217
ULBP1	NM_025218
RAET1L	NM_130900
ULBP3	NM_024518
PPP1R14C	NM_030949
IYD	NM_001164694
PLEKHG1	NM_001029884
MTHFD1L	NM_001242767
AKAP12	NM_005100
ZBTB2	NM_020861
RMND1	NM_017909
C6orf211	NM_024573
CCDC170	NM_025059
ESR1	NM_001291230
SYNE1	NM_182961
MYCT1	NM_025107
VIP	NM_003381
FBXO5	NM_012177
MTRF1L	NM_019041
RGS17	NM_012419
AL590867.1	ENST00000392385
OPRM1	NM_001285524
IPCEF1	NM_001130699
CNKSR3	NM_173515
SCAF8	NM_001286189
TIAM2	NM_012454
TFB1M	NM_016020
CLDN20	NM_001001346
NOX3	NM_015718
ARID1B	NM_020732
TMEM242	NM_018452
ZDHHC14	NM_024630
SNX9	NM_016224
SYNJ2	NM_003898
SERAC1	NM_032861
GTF2H5	NM_207118
TULP4	NM_020245
TMEM181	NM_020823
AL591025.1	ENST00000397897
DYNLT1	NM_006519
SYTL3	NM_001242394
EZR	NM_003379
C6orf99	NM_001195032
RSPH3	NM_031924
TAGAP	NM_054114
FNDC1	NM_032532
SOD2	NM_001024465
WTAP	NM_001270531
ACAT2	NM_005891
TCP1	NM_030752
MRPL18	NM_014161
PNLDC1	NM_001271862
MAS1	NM_002377
IGF2R	NM_000876
SLC22A1	NM_003057
SLC22A2	NM_003058
SLC22A3	NM_021977
LPA	NM_005577
PLG	NM_000301
MAP3K4	NM_005922
AGPAT4	NM_020133
PARK2	NM_004562
PACRG	NM_152410
AL078585.1	ENST00000419182
QKI	NM_006775
C6orf118	NM_144980
PDE10A	NM_001130690
SDIM1	ENST00000545867
T	NM_003181
PRR18	NM_175922
SFT2D1	NM_145169
MPC1	NM_016098
RPS6KA2	NM_001006932
Z98049.1	ENST00000598601
RP11-514O12.4	ENST00000507747
RNASET2	NM_003730
FGFR1OP	NM_007045
CCR6	NM_031409
GPR31	NM_005299
TCP10L2	NM_001145121
UNC93A	NM_018974
TTLL2	NM_031949
TCP10	NM_004610
C6orf123	ENST00000495520
AL009178.1	ENST00000597278
MLLT4	NM_001291964
HGC6.3	NM_001129895
KIF25	NM_030615
FRMD1	NM_024919
DACT2	NM_214462
SMOC2	NM_022138
THBS2	NM_003247
WDR27	NM_182552
C6orf120	NM_001029863
PHF10	NM_018288
TCTE3	NM_174910
ERMARD	NM_018341
DLL1	NM_005618
FAM120B	NM_001286380
PSMB1	NM_002793
TBP	NM_003194
PDCD2	NM_002598
FAM20C	NM_020223
AC145676.2	ENST00000514988
AC187652.1	ENST00000599994
WI2-2373I1.2	NM_001195127
PDGFA	NM_002607
PRKAR1B	NM_001164758
HEATR2	NM_017802
SUN1	NM_001130965
GET4	NM_015949
ADAP1	NM_001284308
COX19	NM_001031617
CYP2W1	NM_017781
C7orf50	NM_032350
GPR146	NM_138445
GPER1	NM_001505
ZFAND2A	NM_182491
UNCX	NM_001080461
MICALL2	NM_182924
INTS1	NM_001080453
MAFK	NM_002360
TMEM184A	NM_001097620
PSMG3	NM_032302
AC074389.6	ENST00000382528
ELFN1	NM_001128636
MAD1L1	NM_003550
AC110781.3	ENST00000402221
FTSJ2	NM_013393
NUDT1	NM_198949
SNX8	NM_013321
EIF3B	NM_003751
CHST12	NM_001243794
GRIFIN	NM_001291784
LFNG	NM_001040167
BRAT1	NM_152743
IQCE	NM_152558
TTYH3	NM_025250
AMZ1	NM_133463
GNA12	NM_007353
CARD11	NM_032415
AC091801.1	ENST00000402115
SDK1	NM_152744
FOXK1	NM_001037165
AP5Z1	NM_014855
RADIL	NM_018059
PAPOLB	NM_020144
MMD2	NM_001100600
RBAK	NM_001204456
RBAK-RBAKDN	NM_001204513
WIPI2	NM_015610
SLC29A4	NM_001040661
TNRC18	NM_001080495
FBXL18	NM_024963
ACTB	NM_001101
FSCN1	NM_003088
RNF216	NM_207111
OCM	NM_001097622
CCZ1	NM_015622
RSPH10B	NM_173565
RSPH10B2	NM_001099697
PMS2	NM_000535
AIMP2	NM_006303
EIF2AK1	NM_014413
ANKRD61	NM_001271700
USP42	NM_032172
CYTH3	NM_004227
FAM220A	NM_001037163
RAC1	NM_018890
DAGLB	NM_139179
KDELR2	NM_006854
FLJ20306	ENST00000601673
GRID2IP	NM_001145118
ZDHHC4	NM_018106
C7orf26	NM_024067
ZNF853	NM_017560
ZNF316	NM_001278559
AC073343.1	ENST00000401847
ZNF12	NM_016265
CCZ1B	NM_198097
C1GALT1	NM_020156
COL28A1	NM_001037763
MIOS	NM_019005
RPA3	NM_002947
RPA3-AS1	ENST00000406829
GLCCI1	NM_138426
ICA1	NM_001136020
NXPH1	NM_152745
NDUFA4	NM_002489
PHF14	NM_014660
THSD7A	NM_015204
TMEM106B	NM_001134232
VWDE	NM_001135924
SCIN	NM_001112706
ARL4A	NM_001037164
ETV1	NM_004956
DGKB	NM_004080
AGMO	NM_001004320
MEOX2	NM_005924
ISPD	NM_001101426
SOSTDC1	NM_015464
LRRC72	NM_001195280
ANKMY2	NM_020319
BZW2	NM_001159767
TSPAN13	NM_014399
AC073333.1	ENST00000597084
AGR2	NM_006408
AGR3	NM_176813
AHR	NM_001621
SNX13	NM_015132
PRPS1L1	NM_175886
HDAC9	NM_178425
TWIST1	NM_000474
FERD3L	NM_152898
TWISTNB	NM_001002926
TMEM196	NM_152774
MACC1	NM_182762
ITGB8	NM_002214
ABCB5	NM_001163941
SP8	NM_182700
SP4	NM_003112
DNAH11	NM_001277115
CDCA7L	NM_018719
RAPGEF5	NM_012294
STEAP1B	NM_001164460
IL6	NM_000600
TOMM7	NM_019059
FAM126A	NM_032581
KLHL7	NM_001031710
AC005082.1	ENST00000366347
NUPL2	NM_007342
GPNMB	NM_001005340
MALSU1	NM_138446
IGF2BP3	NM_006547
TRA2A	NM_013293
CCDC126	NM_138771
FAM221A	NM_199136
STK31	NM_031414
NPY	NM_000905
MPP6	NM_016447
DFNA5	NM_001127453
OSBPL3	NM_015550
CYCS	NM_018947
C7orf31	NM_138811
NPVF	NM_022150
NFE2L3	NM_004289
HNRNPA2B1	NM_031243
CBX3	NM_007276
SNX10	NM_001199835
KIAA0087	ENST00000242109
C7orf71	NM_001145531
SKAP2	NM_003930
HOXA1	NM_005522
HOXA2	NM_006735
HOXA3	NM_030661
HOXA4	NM_002141
HOXA5	NM_019102
HOXA6	NM_024014
HOXA7	NM_006896
HOXA9	NM_152739
RP1-170O19.20	ENST00000470747
HOXA10	NM_018951
HOXA11	NM_005523
HOXA13	NM_000522
EVX1	NM_001989
HIBADH	NM_152740
TAX1BP1	NM_006024
JAZF1	NM_175061
CREB5	NM_182898
TRIL	NM_014817
CPVL	NM_031311
CHN2	NM_001293069
PRR15	NM_175887
WIPF3	NM_001080529
SCRN1	NM_001145514
FKBP14	NM_017946
PLEKHA8	NM_001197026
MTURN	NM_152793
ZNRF2	NM_147128
NOD1	NM_006092
GGCT	NM_024051
GARS	NM_002047
CRHR2	NM_001202475
INMT-FAM188B	ENST00000458257
INMT	NM_006774
FAM188B	NM_032222
AQP1	NM_198098
GHRHR	NM_000823
ADCYAP1R1	NM_001199635
NEUROD6	NM_022728
CCDC129	NM_001257968
PPP1R17	NM_006658
PDE1C	NM_001191058
LSM5	NM_012322
AVL9	NM_015060
KBTBD2	NM_015483
FKBP9	NM_001284341
NT5C3A	NM_001002010
RP9	NM_203288
BBS9	NM_198428
RP11-89N17.1	ENST00000311067
BMPER	NM_133468
AC005493.1	ENST00000399077
NPSR1	NM_001300935
DPY19L1	NM_015283
TBX20	NM_001077653
HERPUD2	NM_022373
SEPT7	NM_001788
PP13004	ENST00000381493
EEPD1	NM_030636
KIAA0895	NM_001100425
ANLN	NM_018685
AOAH	NM_001177506
ELMO1	NM_001206482
GPR141	NM_181791
NME8	NM_016616
SFRP4	NM_003014
EPDR1	NM_017549
STARD3NL	NM_032016
TRGC2	ENST00000436911
TRGJ2	ENST00000390333
TRGJP2	ENST00000390334
TARP	NM_001003806
TRGC1	ENST00000443402
TRGJ1	ENST00000390337
TRGJP	ENST00000390338
TRGJP1	ENST00000390339
TRGV11	ENST00000390340
TRGV10	ENST00000390341
TRGV9	ENST00000444775
TRGV8	ENST00000390343
TRGV5	ENST00000390344
TRGV4	ENST00000390345
TRGV3	ENST00000390346
TRGV2	ENST00000426402
TRGV1	ENST00000390348
AMPH	NM_001635
FAM183B	ENST00000409072
VPS41	NM_014396
POU6F2	NM_007252
YAE1D1	NM_020192
RALA	NM_005402
CDK13	NM_003718
MPLKIP	NM_138701
SUGCT	NM_001193311
INHBA	NM_002192
GLI3	NM_000168
C7orf25	NM_001099858
PSMA2	NM_002787
MRPL32	NM_031903
HECW1	NM_015052
STK17A	NM_004760
COA1	NM_018224
BLVRA	NM_000712
MRPS24	NM_032014
URGCP-MRPS24	NM_001204871
URGCP	NM_001077663
UBE2D4	NM_015983
SPDYE1	NM_175064
DBNL	NM_001122956
PGAM2	NM_000290
POLM	NM_013284
AEBP1	NM_001129
POLD2	NM_006230
MYL7	NM_021223
GCK	NM_000162
YKT6	NM_006555
CAMK2B	NM_001220
NUDCD3	NM_015332
NPC1L1	NM_013389
DDX56	NM_019082
TMED4	NM_182547
OGDH	NM_002541
ZMIZ2	NM_031449
PPIA	NM_021130
H2AFV	NM_012412
PURB	NM_033224
MYO1G	NM_033054
CCM2	NM_001029835
NACAD	NM_001146334
TBRG4	NM_001261834
RAMP3	NM_005856
ADCY1	NM_021116
AC096582.1	ENST00000596600
IGFBP1	NM_000596
IGFBP3	NM_001013398
AC011294.3	ENST00000451905
TNS3	NM_022748
C7orf65	NM_001123065
PKD1L1	NM_138295
C7orf69	NM_025031
HUS1	NM_004507
SUN3	NM_152782
C7orf57	NM_001100159
UPP1	NM_003364
ABCA13	NM_152701
AC004899.1	ENST00000596947
VWC2	NM_198570
ZPBP	NM_007009
C7orf72	NM_001161834
IKZF1	NM_006060
FIGNL1	NM_001042762
DDC	NM_000790
GRB10	NM_005311
COBL	NM_001287436
POM121L12	NM_182595
VSTM2A	NM_001301009
SEC61G	NM_001012456
EGFR	NM_005228
LANCL2	NM_018697
VOPP1	NM_030796
SEPT14	NM_207366
ZNF713	NM_182633
MRPS17	NM_015969
GBAS	NM_001483
PSPH	NM_004577
CCT6A	NM_001762
SUMF2	NM_001130069
PHKG1	NM_001258459
CHCHD2	NM_016139
NUPR1L	NM_001145712
ZNF479	NM_033273
ZNF716	NM_001159279
AC006455.1	ENST00000456890
AC073188.1	ENST00000593633
ZNF727	ENST00000550760
ZNF727P	NM_001159522
ZNF735P	NM_001159524
ZNF679	NM_153363
ZNF736	NM_001170905
ZNF680	NM_178558
ZNF107	NM_001282359
ZNF138	NM_001271639
ZNF273	NM_021148
ZNF117	NM_015852
ERV3-1	NM_001007253
ZNF92	NM_152626
AC104057.1	ENST00000593865
VKORC1L1	NM_173517
GUSB	NM_000181
ASL	NM_000048
AC068533.7	ENST00000450043
CRCP	NM_014478
TPST1	NM_003596
AC008267.1	ENST00000600021
KCTD7	NM_001167961
RABGEF1	NM_001287061
TMEM248	NM_017994
SBDS	NM_016038
TYW1	NM_018264
AUTS2	NM_015570
WBSCR17	NM_022479
CALN1	NM_031468
TYW1B	NM_001145440
POM121	NM_001257190
AC005488.1	ENST00000594241
NSUN5	NM_001168347
TRIM50	NM_001281451
FKBP6	NM_003602
FZD9	NM_003508
BAZ1B	NM_032408
BCL7B	NM_001301061
TBL2	NM_012453
MLXIPL	NM_032951
VPS37D	NM_001077621
DNAJC30	NM_032317
WBSCR22	NM_001202560
STX1A	NM_004603
ABHD11	NM_148912
CLDN3	NM_001306
CLDN4	NM_001305
WBSCR27	NM_152559
WBSCR28	NM_182504
ELN	NM_001278939
LIMK1	NM_002314
EIF4H	NM_022170
LAT2	NM_014146
RFC2	NM_181471
CLIP2	NM_003388
GTF2IRD1	NM_001199207
GTF2I	NM_032999
NCF1	NM_000265
GTF2IRD2	NM_173537
GATSL1	ENST00000361825
WBSCR16	NM_030798
GTF2IRD2B	NM_001003795
GATSL2	NM_001145064
AC006014.1	ENST00000594196
TRIM73	NM_198924
TRIM74	NM_198853
POM121C	NM_001099415
SPDYE5	NM_001099435
HIP1	NM_005338
CCL26	NM_006072
CCL24	NM_002991
RHBDD2	NM_001040456
POR	NM_000941
TMEM120A	NM_031925
STYXL1	NM_016086
MDH2	NM_005918
SRRM3	NM_001291831
HSPB1	NM_001540
YWHAG	NM_012479
SRCRB4D	NM_080744
ZP3	NM_001110354
DTX2	NM_020892
UPK3B	NM_030570
POMZP3	NM_012230
CCDC146	NM_020879
FGL2	NM_006682
GSAP	NM_017439
PTPN12	NM_002835
RSBN1L	NM_198467
TMEM60	NM_032936
PHTF2	NM_001127357
MAGI2	NM_012301
GNAI1	NM_002069
GNAT3	NM_001102386
CD36	NM_000072
SEMA3C	NM_006379
AC005008.2	ENST00000431501
HGF	NM_000601
CACNA2D1	NM_000722
PCLO	NM_033026
SEMA3E	NM_012431
SEMA3A	NM_006080
SEMA3D	NM_152754
GRM3	NM_000840
KIAA1324L	NM_001142749
DMTF1	NM_021145
TMEM243	NM_024315
CROT	NM_001143935
ABCB4	NM_018849
ABCB1	NM_000927
RUNDC3B	NM_138290
SLC25A40	NM_018843
DBF4	NM_006716
ADAM22	NM_021723
SRI	NM_003130
STEAP4	NM_001205315
ZNF804B	NM_181646
C7orf62	NM_152706
STEAP1	NM_012449
STEAP2	NM_152999
C7orf63	NM_001039706
GTPBP10	NM_033107
CLDN12	NM_012129
CDK14	NM_001287135
FZD1	NM_003505
MTERF	NM_006980
AKAP9	NM_005751
CYP51A1	NM_000786
LRRD1	NM_001161528
KRIT1	NM_194456
ANKIB1	NM_019004
GATAD1	NM_021167
ERVW-1	ENST00000493463
PEX1	NM_000466
RBM48	NM_032120
FAM133B	NM_152789
CDK6	NM_001259
SAMD9	NM_017654
SAMD9L	NM_152703
HEPACAM2	NM_001288804
CCDC132	NM_017667
CALCR	NM_001164737
TFPI2	NM_006528
GNGT1	NM_021955
GNG11	NM_004126
BET1	NM_005868
COL1A2	NM_000089
CASD1	NM_022900
SGCE	NM_001099401
PEG10	NM_001172437
PPP1R9A	NM_001166160
PON1	NM_000446
PON3	NM_000940
PON2	NM_000305
ASB4	NM_016116
AC002451.1	ENST00000601424
PDK4	NM_002612
DYNC1I1	NM_004411
SLC25A13	NM_001160210
C7orf76	NM_001201450
SHFM1	NM_006304
DLX6	NM_005222
DLX5	NM_005221
ACN9	NM_020186
TAC1	NM_003182
ASNS	NM_133436
OCM2	NM_006188
LMTK2	NM_014916
BHLHA15	NM_177455
TECPR1	NM_015395
BRI3	NM_015379
BAIAP2L1	NM_018842
NPTX2	NM_002523
TMEM130	NM_001134450
TRRAP	NM_001244580
SMURF1	NM_020429
KPNA7	NM_001145715
ARPC1A	NM_006409
ARPC1B	NM_005720
PDAP1	NM_014891
BUD31	NM_003910
ATP5J2-PTCD1	NM_001198879
PTCD1	NM_015545
CPSF4	NM_006693
AC073063.1	ENST00000398089
ATP5J2	NM_004889
ZNF789	NM_213603
ZNF394	NM_032164
ZKSCAN5	NM_145102
FAM200A	NM_145111
ZNF655	NM_001083956
GS1-259H13.10	ENST00000455905
GS1-259H13.2	NM_001195543
ZSCAN25	NM_145115
CYP3A5	NM_000777
CYP3A7-CYP3AP1	NM_001256497
CYP3A7	NM_000765
CYP3A4	NM_017460
CYP3A43	NM_022820
OR2AE1	NM_001005276
TRIM4	NM_033017
GJC3	NM_181538
AZGP1	NM_001185
ZKSCAN1	NM_003439
ZSCAN21	NM_145914
ZNF3	NM_032924
COPS6	NM_006833
MCM7	NM_005916
AP4M1	NM_004722
TAF6	NM_001190415
CNPY4	NM_152755
MBLAC1	NM_203397
LAMTOR4	NM_001008395
C7orf43	NM_018275
GAL3ST4	NM_024637
GPC2	NM_152742
STAG3	NM_001282717
PVRIG	NM_024070
GATS	NM_178831
SPDYE3	NM_001004351
PILRB	NM_178238
PILRA	NM_013439
ZCWPW1	NM_017984
MEPCE	NM_019606
PPP1R35	NM_145030
C7orf61	NM_001004323
TSC22D4	NM_030935
NYAP1	NM_173564
AGFG2	NM_006076
SAP25	NM_001168682
ZASP	NM_001289933
LRCH4	NM_002319
FBXO24	NM_012172
PCOLCE	NM_002593
MOSPD3	NM_023948
TFR2	NM_003227
ACTL6B	NM_016188
GNB2	NM_005273
GIGYF1	NM_022574
POP7	NM_005837
EPO	NM_000799
ZAN	NM_173059
EPHB4	NM_004444
SLC12A9	NM_020246
TRIP6	NM_003302
SRRT	NM_015908
UFSP1	NM_001015072
ACHE	NM_015831
MUC3A	NM_005960
MUC12	NM_001164462
MUC17	NM_001040105
TRIM56	NM_030961
SERPINE1	NM_000602
AP1S1	NM_001283
VGF	NM_003378
NAT16	NM_198571
MOGAT3	NM_178176
PLOD3	NM_001084
ZNHIT1	NM_006349
CLDN15	NM_001185080
FIS1	NM_016068
RABL5	ENST00000422177
IFT22	NM_022777
COL26A1	NM_001278563
MYL10	NM_138403
CUX1	NM_001202543
SH2B2	NM_020979
SPDYE6	NM_001146210
LOC100289561	NM_001242713
PRKRIP1	NM_024653
ORAI2	NM_001271818
ALKBH4	NM_017621
LRWD1	NM_152892
POLR2J	NM_006234
RASA4B	NM_001277335
RP11-514P8.7	ENST00000514917
SPDYE2B	NM_001166339
SPDYE2	NM_001031618
POLR2J3	NM_001097615
RASA4	NM_006989
RP11-514P8.6	ENST00000519541
UPK3BL	NM_001114403
POLR2J2	NM_032959
FAM185A	NM_001145268
FBXL13	NM_145032
LRRC17	NM_001031692
ARMC10	NM_031905
NAPEPLD	NM_198990
PMPCB	NM_004279
DNAJC2	NM_014377
PSMC2	NM_002803
SLC26A5	NM_198999
RELN	NM_005045
ORC5	NM_002553
LHFPL3	NM_199000
KMT2E	NM_018682
SRPK2	NM_182692
PUS7	NM_019042
RINT1	NM_021930
EFCAB10	ENST00000485614
ATXN7L1	NM_020725
CDHR3	NM_152750
SYPL1	NM_006754
NAMPT	NM_005746
CCDC71L	NM_175884
PIK3CG	NM_002649
PRKAR2B	NM_002736
HBP1	NM_001244262
COG5	NM_006348
GPR22	NM_005295
DUS4L	NM_001270419
BCAP29	NM_001008405
SLC26A4	NM_000441
CBLL1	NM_024814
SLC26A3	NM_000111
DLD	NM_000108
LAMB1	NM_002291
LAMB4	NM_007356
NRCAM	NM_001037132
PNPLA8	NM_015723
THAP5	NM_001130475
DNAJB9	NM_012328
C7orf66	NM_001024607
FLJ00325	ENST00000602237
IMMP2L	NM_032549
LRRN3	NM_001099658
DOCK4	NM_014705
ZNF277	NM_021994
IFRD1	NM_001550
LSMEM1	NM_001134468
TMEM168	NM_001287497
C7orf60	NM_152556
GPR85	NM_018970
LINC00998	ENST00000397764
TSRM	ENST00000433518
PPP1R3A	NM_002711
FOXP2	NM_148898
MDFIC	NM_199072
TFEC	NM_012252
TES	NM_015641
CAV2	NM_001233
CAV1	NM_001753
MET	NM_001127500
CAPZA2	NM_006136
ST7	NM_021908
ST7-OT4	ENST00000397751
AC106873.4	ENST00000420664
WNT2	NM_003391
ASZ1	NM_130768
CFTR	NM_000492
CTTNBP2	NM_033427
LSM8	NM_016200
ANKRD7	NM_019644
KCND2	NM_012281
TSPAN12	NM_012338
ING3	NM_019071
CPED1	NM_024913
WNT16	NM_057168
FAM3C	NM_014888
PTPRZ1	NM_002851
AASS	NM_005763
FEZF1	NM_001024613
CADPS2	NM_001167940
RNF133	NM_139175
RNF148	NM_198085
TAS2R16	NM_016945
SLC13A1	NM_022444
IQUB	NM_001282855
NDUFA5	NM_001291304
ASB15	NM_080928
LMOD2	NM_207163
WASL	NM_003941
HYAL4	NM_012269
SPAM1	NM_003117
TMEM229A	NM_001136002
GPR37	NM_005302
LOC154872	NM_001024603
POT1	NM_015450
GRM8	NM_000845
ZNF800	NM_176814
GCC1	NM_024523
ARF5	NM_001662
FSCN3	NM_020369
PAX4	NM_006193
SND1	NM_014390
LRRC4	NM_022143
LEP	NM_000230
RBM28	NM_018077
PRRT4	NM_001174164
IMPDH1	NM_000883
HILPDA	NM_013332
METTL2B	NM_018396
FAM71F2	NM_001012454
FAM71F1	NM_032599
CALU	NM_001199671
OPN1SW	NM_001708
CCDC136	NM_022742
FLNC	NM_001458
ATP6V1F	NM_001198909
LOC100130705	NM_001195150
KCP	NM_001135914
IRF5	NM_001098629
TNPO3	NM_012470
TSPAN33	NM_178562
SMO	NM_005631
AHCYL2	NM_015328
STRIP2	NM_020704
SMKR1	NM_001195243
NRF1	NM_001293163
UBE2H	NM_003344
ZC3HC1	NM_016478
KLHDC10	NM_014997
TMEM209	NM_032842
SSMEM1	NM_145268
CPA2	NM_001869
CPA4	NM_016352
CPA5	NM_001127441
CPA1	NM_001868
CEP41	NM_018718
MEST	NM_002402
COPG2	NM_012133
TSGA13	NM_052933
KLF14	NM_138693
MKLN1	NM_013255
PODXL	NM_001018111
PLXNA4	NM_020911
AC009365.3	ENST00000332558
CHCHD3	NM_017812
EXOC4	NM_021807
LRGUK	NM_144648
SLC35B4	NM_032826
AKR1B1	NM_001628
AKR1B10	NM_020299
AKR1B15	NM_001080538
BPGM	NM_001293085
CALD1	NM_033138
AGBL3	NM_178563
AC083862.1	ENST00000452718
TMEM140	NM_018295
C7orf49	NM_024033
WDR91	NM_014149
STRA8	NM_182489
CNOT4	NM_001190850
NUP205	NM_015135
C7orf73	NM_001130929
SLC13A4	NM_012450
FAM180A	NM_205855
LUZP6	NM_001128619
AC015987.2	ENST00000416501
MTPN	NM_145808
CHRM2	NM_000739
PTN	NM_002825
DGKI	NM_004717
CREB3L2	NM_194071
LOC100130880	NM_001243523
AKR1D1	NM_005989
TRIM24	NM_015905
SVOPL	NM_001139456
ATP6V0A4	NM_130841
TMEM213	NM_001085429
KIAA1549	NM_001164665
ZC3HAV1L	NM_080660
ZC3HAV1	NM_020119
TTC26	NM_024926
UBN2	NM_173569
C7orf55	NM_197964
C7orf55-LUC7L2	NM_001244584
LUC7L2	NM_016019
KLRG2	NM_198508
CLEC2L	NM_001080511
HIPK2	NM_022740
TBXAS1	NM_001166253
PARP12	NM_022750
KDM7A	NM_030647
SLC37A3	NM_207113
RAB19	NM_001008749
MKRN1	NM_013446
DENND2A	NM_015689
ADCK2	NM_052853
NDUFB2	NM_004546
BRAF	NM_004333
MRPS33	NM_016071
TMEM178B	NM_001195278
AGK	NM_018238
KIAA1147	NM_001080392
WEE2	NM_001105558
SSBP1	NM_001256510
TAS2R3	NM_016943
TAS2R4	NM_016944
TAS2R5	NM_018980
PRSS37	NM_001008270
OR9A4	NM_001001656
CLEC5A	NM_013252
TAS2R38	NM_176817
MGAM	NM_004668
RP11-1220K2.2	NM_001293626
PRSS58	NM_001001317
TRBV2	ENST00000455382
TRBV3-1	ENST00000390387
TRBV4-1	ENST00000390357
TRBV5-1	ENST00000390381
TRBV6-1	ENST00000390353
TRBV7-1	ENST00000547918
TRBV4-2	ENST00000390392
TRBV7-8	ENST00000390359
TRBV6-9	ENST00000390379
TRBV5-7	ENST00000390378
TRBV7-7	ENST00000390377
TRBV6-8	ENST00000390376
TRBV5-6	ENST00000390375
TRBV7-6	ENST00000390374
TRBV6-7	ENST00000390373
TRBV5-5	ENST00000390372
TRBV6-6	ENST00000390371
TRBV5-4	ENST00000454561
TRBV7-4	ENST00000390369
TRBV6-5	ENST00000390368
TRBV10-2	ENST00000426318
TRBV11-1	ENST00000390367
TRBV10-1	ENST00000390364
TRBV9	ENST00000390363
TRBV5-3	ENST00000390362
TRBV7-3	ENST00000390361
TRBV6-4	ENST00000390360
TRBV19	ENST00000390393
TRBV20-1	ENST00000390394
TRBV23-1	ENST00000390396
TRBV24-1	ENST00000390397
MTRNR2L6	NM_001190487
TRBV25-1	ENST00000390398
TRBV27	ENST00000390399
TRBV28	ENST00000390400
TRBV29-1	ENST00000422143
PRSS1	NM_002769
PRSS2	NM_002770
TRBJ2-1	ENST00000390412
TRBJ2-2	ENST00000390413
TRBJ2-2P	ENST00000390414
TRBJ2-3	ENST00000390415
TRBJ2-4	ENST00000390416
TRBJ2-5	ENST00000390417
TRBJ2-6	ENST00000390418
TRBJ2-7	ENST00000390419
TRBC2	ENST00000466254
TRBV30	ENST00000417977
EPHB6	NM_004445
TRPV6	NM_018646
TRPV5	NM_019841
C7orf34	NM_178829
KEL	NM_000420
OR9A2	NM_001001658
OR6V1	NM_001001667
PIP	NM_002652
TAS2R39	NM_176881
AC073342.1	ENST00000595842
TAS2R40	NM_176882
GSTK1	NM_001143679
TMEM139	NM_153345
CASP2	NM_032982
CLCN1	NM_000083
FAM131B	NM_001031690
ZYX	NM_001010972
EPHA1	NM_005232
TAS2R60	NM_177437
TAS2R41	NM_176883
CTAGE15	NM_001008747
FAM115C	NM_001130025
CTAGE6	NM_178561
FAM115A	NM_014719
OR2F2	NM_001004685
OR2F1	NM_012369
OR6B1	NM_001005281
OR2A5	NM_012365
OR2A25	NM_001004488
OR2A12	NM_001004135
OR2A2	NM_001005480
OR2A14	NM_001001659
