NM_001005484	OR4F5
NM_006682	FGL2
NM_017439	GSAP
NM_002835	PTPN12
NM_198467	RSBN1L
NM_032936	TMEM60
NM_001127357	PHTF2
NM_012301	MAGI2
NM_002069	GNAI1
NM_001102386	GNAT3
NM_000072	CD36
NM_006379	SEMA3C
ENST00000431501	AC005008.2
NM_000601	HGF
NM_000722	CACNA2D1
NM_033026	PCLO
NM_012431	SEMA3E
NM_006080	SEMA3A
NM_152754	SEMA3D
NM_000840	GRM3
NM_001142749	KIAA1324L
NM_021145	DMTF1
NM_024315	TMEM243
NM_001143935	CROT
NM_018849	ABCB4
NM_000927	ABCB1
NM_138290	RUNDC3B
NM_018843	SLC25A40
NM_006716	DBF4
NM_021723	ADAM22
NM_003130	SRI
NM_001205315	STEAP4
NM_181646	ZNF804B
NM_152706	C7orf62
NM_012449	STEAP1
NM_152999	STEAP2
NM_001039706	C7orf63
NM_033107	GTPBP10
NM_012129	CLDN12
NM_001287135	CDK14
NM_003505	FZD1
NM_006980	MTERF
NM_005751	AKAP9
NM_000786	CYP51A1
NM_001161528	LRRD1
NM_194456	KRIT1
NM_019004	ANKIB1
NM_021167	GATAD1
ENST00000493463	ERVW-1
NM_000466	PEX1
NM_032120	RBM48
NM_152789	FAM133B
NM_001259	CDK6
NM_017654	SAMD9
NM_152703	SAMD9L
NM_001288804	HEPACAM2
NM_017667	CCDC132
NM_001164737	CALCR
NM_006528	TFPI2
NM_021955	GNGT1
NM_004126	GNG11
NM_005868	BET1
NM_000089	COL1A2
NM_022900	CASD1
NM_001099401	SGCE
NM_001172437	PEG10
NM_001166160	PPP1R9A
NM_000446	PON1
NM_000940	PON3
NM_000305	PON2
NM_016116	ASB4
ENST00000601424	AC002451.1
NM_002612	PDK4
NM_004411	DYNC1I1
NM_001160210	SLC25A13
NM_001201450	C7orf76
NM_006304	SHFM1
NM_005222	DLX6
NM_005221	DLX5
NM_020186	ACN9
NM_003182	TAC1
NM_133436	ASNS
NM_006188	OCM2
NM_014916	LMTK2
NM_177455	BHLHA15
NM_015395	TECPR1
NM_015379	BRI3
NM_018842	BAIAP2L1
NM_002523	NPTX2
NM_001134450	TMEM130
NM_001244580	TRRAP
NM_020429	SMURF1
NM_001145715	KPNA7
NM_006409	ARPC1A
NM_005720	ARPC1B
NM_014891	PDAP1
NM_003910	BUD31
NM_001198879	ATP5J2-PTCD1
NM_015545	PTCD1
NM_006693	CPSF4
ENST00000398089	AC073063.1
NM_004889	ATP5J2
NM_213603	ZNF789
NM_032164	ZNF394
NM_145102	ZKSCAN5
NM_145111	FAM200A
NM_001083956	ZNF655
ENST00000455905	GS1-259H13.10
NM_001195543	GS1-259H13.2
NM_145115	ZSCAN25
NM_000777	CYP3A5
NM_001256497	CYP3A7-CYP3AP1
NM_000765	CYP3A7
NM_017460	CYP3A4
NM_022820	CYP3A43
NM_001005276	OR2AE1
NM_033017	TRIM4
NM_181538	GJC3
NM_001185	AZGP1
NM_003439	ZKSCAN1
NM_145914	ZSCAN21
NM_032924	ZNF3
NM_006833	COPS6
NM_005916	MCM7
NM_004722	AP4M1
NM_001190415	TAF6
NM_152755	CNPY4
NM_203397	MBLAC1
NM_001008395	LAMTOR4
NM_018275	C7orf43
NM_024637	GAL3ST4
NM_152742	GPC2
NM_001282717	STAG3
NM_024070	PVRIG
NM_178831	GATS
NM_001004351	SPDYE3
NM_178238	PILRB
NM_013439	PILRA
NM_017984	ZCWPW1
NM_019606	MEPCE
NM_145030	PPP1R35
NM_001004323	C7orf61
NM_030935	TSC22D4
NM_173564	NYAP1
NM_006076	AGFG2
NM_001168682	SAP25
NM_001289933	ZASP
NM_002319	LRCH4
NM_012172	FBXO24
NM_002593	PCOLCE
NM_023948	MOSPD3
NM_003227	TFR2
NM_016188	ACTL6B
NM_005273	GNB2
NM_022574	GIGYF1
NM_005837	POP7
NM_000799	EPO
NM_173059	ZAN
NM_004444	EPHB4
NM_020246	SLC12A9
NM_003302	TRIP6
NM_015908	SRRT
NM_001015072	UFSP1
NM_015831	ACHE
NM_005960	MUC3A
NM_001164462	MUC12
NM_001040105	MUC17
NM_030961	TRIM56
NM_000602	SERPINE1
NM_001283	AP1S1
NM_003378	VGF
NM_198571	NAT16
NM_178176	MOGAT3
NM_001084	PLOD3
NM_006349	ZNHIT1
NM_001185080	CLDN15
NM_016068	FIS1
ENST00000422177	RABL5
NM_022777	IFT22
NM_001278563	COL26A1
NM_138403	MYL10
NM_001202543	CUX1
NM_020979	SH2B2
NM_001146210	SPDYE6
NM_001242713	LOC100289561
NM_024653	PRKRIP1
NM_001271818	ORAI2
NM_017621	ALKBH4
NM_152892	LRWD1
NM_006234	POLR2J
NM_001277335	RASA4B
ENST00000514917	RP11-514P8.7
NM_001166339	SPDYE2B
NM_001031618	SPDYE2
NM_001097615	POLR2J3
NM_006989	RASA4
ENST00000519541	RP11-514P8.6
NM_001114403	UPK3BL
NM_032959	POLR2J2
NM_001145268	FAM185A
NM_145032	FBXL13
NM_001031692	LRRC17
NM_031905	ARMC10
NM_198990	NAPEPLD
NM_004279	PMPCB
NM_014377	DNAJC2
NM_002803	PSMC2
NM_198999	SLC26A5
NM_005045	RELN
NM_002553	ORC5
NM_199000	LHFPL3
NM_018682	KMT2E
NM_182692	SRPK2
NM_019042	PUS7
NM_021930	RINT1
ENST00000485614	EFCAB10
NM_020725	ATXN7L1
NM_152750	CDHR3
NM_006754	SYPL1
NM_005746	NAMPT
NM_175884	CCDC71L
NM_002649	PIK3CG
NM_002736	PRKAR2B
NM_001244262	HBP1
NM_006348	COG5
NM_005295	GPR22
NM_001270419	DUS4L
NM_001008405	BCAP29
NM_000441	SLC26A4
NM_024814	CBLL1
NM_000111	SLC26A3
NM_000108	DLD
NM_002291	LAMB1
NM_007356	LAMB4
NM_001037132	NRCAM
NM_015723	PNPLA8
NM_001130475	THAP5
NM_012328	DNAJB9
NM_001024607	C7orf66
ENST00000602237	FLJ00325
NM_032549	IMMP2L
NM_001099658	LRRN3
NM_014705	DOCK4
NM_021994	ZNF277
NM_001550	IFRD1
NM_001134468	LSMEM1
NM_001287497	TMEM168
NM_152556	C7orf60
NM_018970	GPR85
ENST00000397764	LINC00998
ENST00000433518	TSRM
NM_002711	PPP1R3A
NM_148898	FOXP2
NM_199072	MDFIC
NM_012252	TFEC
NM_015641	TES
NM_001233	CAV2
NM_001753	CAV1
NM_001127500	MET
NM_006136	CAPZA2
NM_021908	ST7
ENST00000397751	ST7-OT4
ENST00000420664	AC106873.4
NM_003391	WNT2
NM_130768	ASZ1
NM_000492	CFTR
NM_033427	CTTNBP2
NM_016200	LSM8
NM_019644	ANKRD7
NM_012281	KCND2
NM_012338	TSPAN12
NM_019071	ING3
NM_024913	CPED1
NM_057168	WNT16
NM_014888	FAM3C
NM_002851	PTPRZ1
NM_005763	AASS
NM_001024613	FEZF1
NM_001167940	CADPS2
NM_139175	RNF133
NM_198085	RNF148
NM_016945	TAS2R16
NM_022444	SLC13A1
NM_001282855	IQUB
NM_001291304	NDUFA5
NM_080928	ASB15
NM_207163	LMOD2
NM_003941	WASL
NM_012269	HYAL4
NM_003117	SPAM1
NM_001136002	TMEM229A
NM_005302	GPR37
NM_001024603	LOC154872
NM_015450	POT1
NM_000845	GRM8
NM_176814	ZNF800
NM_024523	GCC1
NM_001662	ARF5
NM_020369	FSCN3
NM_006193	PAX4
NM_014390	SND1
NM_022143	LRRC4
NM_000230	LEP
NM_018077	RBM28
NM_001174164	PRRT4
NM_000883	IMPDH1
NM_013332	HILPDA
NM_018396	METTL2B
NM_001012454	FAM71F2
NM_032599	FAM71F1
NM_001199671	CALU
NM_001708	OPN1SW
NM_022742	CCDC136
NM_001458	FLNC
NM_001198909	ATP6V1F
NM_001195150	LOC100130705
NM_001135914	KCP
NM_001098629	IRF5
NM_012470	TNPO3
NM_178562	TSPAN33
NM_005631	SMO
NM_015328	AHCYL2
NM_020704	STRIP2
NM_001195243	SMKR1
NM_001293163	NRF1
NM_003344	UBE2H
NM_016478	ZC3HC1
NM_014997	KLHDC10
NM_032842	TMEM209
NM_145268	SSMEM1
NM_001869	CPA2
NM_016352	CPA4
NM_001127441	CPA5
NM_001868	CPA1
NM_018718	CEP41
NM_002402	MEST
NM_012133	COPG2
NM_052933	TSGA13
NM_138693	KLF14
NM_013255	MKLN1
NM_001018111	PODXL
NM_020911	PLXNA4
ENST00000332558	AC009365.3
NM_017812	CHCHD3
NM_021807	EXOC4
NM_144648	LRGUK
NM_032826	SLC35B4
NM_001628	AKR1B1
NM_020299	AKR1B10
NM_001080538	AKR1B15
NM_001293085	BPGM
NM_033138	CALD1
NM_178563	AGBL3
ENST00000452718	AC083862.1
NM_018295	TMEM140
NM_024033	C7orf49
NM_014149	WDR91
NM_182489	STRA8
NM_001190850	CNOT4
NM_015135	NUP205
NM_001130929	C7orf73
NM_012450	SLC13A4
NM_205855	FAM180A
NM_001128619	LUZP6
ENST00000416501	AC015987.2
NM_145808	MTPN
NM_000739	CHRM2
NM_002825	PTN
NM_004717	DGKI
NM_194071	CREB3L2
NM_001243523	LOC100130880
NM_005989	AKR1D1
NM_015905	TRIM24
NM_001139456	SVOPL
NM_130841	ATP6V0A4
NM_001085429	TMEM213
NM_001164665	KIAA1549
NM_080660	ZC3HAV1L
NM_020119	ZC3HAV1
NM_024926	TTC26
NM_173569	UBN2
NM_197964	C7orf55
NM_001244584	C7orf55-LUC7L2
NM_016019	LUC7L2
NM_198508	KLRG2
NM_001080511	CLEC2L
NM_022740	HIPK2
NM_001166253	TBXAS1
NM_022750	PARP12
NM_030647	KDM7A
NM_207113	SLC37A3
NM_001008749	RAB19
NM_013446	MKRN1
NM_015689	DENND2A
NM_052853	ADCK2
NM_004546	NDUFB2
NM_004333	BRAF
NM_016071	MRPS33
NM_001195278	TMEM178B
NM_018238	AGK
NM_001080392	KIAA1147
NM_001105558	WEE2
NM_001256510	SSBP1
NM_016943	TAS2R3
NM_016944	TAS2R4
NM_018980	TAS2R5
NM_001008270	PRSS37
NM_001001656	OR9A4
NM_013252	CLEC5A
NM_176817	TAS2R38
NM_004668	MGAM
NM_001293626	RP11-1220K2.2
NM_001001317	PRSS58
ENST00000455382	TRBV2
ENST00000390387	TRBV3-1
ENST00000390357	TRBV4-1
ENST00000390381	TRBV5-1
ENST00000390353	TRBV6-1
ENST00000547918	TRBV7-1
ENST00000390392	TRBV4-2
ENST00000390359	TRBV7-8
ENST00000390379	TRBV6-9
ENST00000390378	TRBV5-7
ENST00000390377	TRBV7-7
ENST00000390376	TRBV6-8
ENST00000390375	TRBV5-6
ENST00000390374	TRBV7-6
ENST00000390373	TRBV6-7
ENST00000390372	TRBV5-5
ENST00000390371	TRBV6-6
ENST00000454561	TRBV5-4
ENST00000390369	TRBV7-4
ENST00000390368	TRBV6-5
ENST00000426318	TRBV10-2
ENST00000390367	TRBV11-1
ENST00000390364	TRBV10-1
ENST00000390363	TRBV9
ENST00000390362	TRBV5-3
ENST00000390361	TRBV7-3
ENST00000390360	TRBV6-4
ENST00000390393	TRBV19
ENST00000390394	TRBV20-1
ENST00000390396	TRBV23-1
ENST00000390397	TRBV24-1
NM_001190487	MTRNR2L6
ENST00000390398	TRBV25-1
ENST00000390399	TRBV27
ENST00000390400	TRBV28
ENST00000422143	TRBV29-1
NM_002769	PRSS1
NM_002770	PRSS2
ENST00000390412	TRBJ2-1
ENST00000390413	TRBJ2-2
ENST00000390414	TRBJ2-2P
ENST00000390415	TRBJ2-3
ENST00000390416	TRBJ2-4
ENST00000390417	TRBJ2-5
ENST00000390418	TRBJ2-6
ENST00000390419	TRBJ2-7
ENST00000466254	TRBC2
ENST00000417977	TRBV30
NM_004445	EPHB6
NM_018646	TRPV6
NM_019841	TRPV5
NM_178829	C7orf34
NM_000420	KEL
NM_001001658	OR9A2
NM_001001667	OR6V1
NM_002652	PIP
NM_176881	TAS2R39
ENST00000595842	AC073342.1
NM_176882	TAS2R40
NM_001143679	GSTK1
NM_153345	TMEM139
NM_032982	CASP2
NM_000083	CLCN1
NM_001031690	FAM131B
NM_001010972	ZYX
NM_005232	EPHA1
NM_177437	TAS2R60
NM_176883	TAS2R41
NM_001008747	CTAGE15
NM_001130025	FAM115C
NM_178561	CTAGE6
NM_014719	FAM115A
NM_001004685	OR2F2
NM_012369	OR2F1
NM_001005281	OR6B1
NM_012365	OR2A5
NM_001004488	OR2A25
NM_001004135	OR2A12
NM_001005480	OR2A2
NM_001001659	OR2A14
NM_198495	CTAGE4
NM_001003702	ARHGEF35
NM_001005287	OR2A1
NM_001001802	OR2A42
NM_001005328	OR2A7
NM_001278507	CTAGE8
NM_005435	ARHGEF5
NM_001080413	NOBOX
NM_022445	TPK1
NM_014141	CNTNAP2
NM_145304	C7orf33
NM_003592	CUL1
NM_004456	EZH2
NM_004911	PDIA4
NM_152411	ZNF786
NM_001001661	ZNF425
NM_170686	ZNF398
NM_003575	ZNF282
NM_012256	ZNF212
NM_001195220	ZNF783
NM_015694	ZNF777
NM_001163474	ZNF746
NM_001290187	KRBA1
NM_207336	ZNF467
NM_198455	SSPO
NM_001099220	ZNF862
NM_001289990	ATP6V0E2
NM_001164459	ACTR3C
NM_138434	ZBED6CL
NM_023942	LRRC61
NM_002889	RARRES2
NM_001099695	REPIN1
NM_173680	ZNF775
NM_175571	GIMAP8
NM_153236	GIMAP7
NM_018326	GIMAP4
NM_001244072	GIMAP6
NM_015660	GIMAP2
NM_130759	GIMAP1
NM_001199577	GIMAP1-GIMAP5
NM_018384	GIMAP5
NM_001101312	TMEM176B
NM_018487	TMEM176A
NM_001272072	AOC1
NM_000238	KCNH2
NM_000603	NOS3
NM_173681	ATG9B
NM_001282291	ABCB8
NM_020321	ASIC3
NM_004935	CDK5
NM_001199692	SLC4A2
NM_006712	FASTK
NM_031434	TMUB1
NM_031946	AGAP3
NM_001098834	GBX1
NM_001142459	ASB10
NM_005692	ABCF2
NM_001284295	CHPF2
NM_001003801	SMARCD3
NM_001243351	NUB1
NM_001284260	WDR86
NM_144727	CRYGN
NM_005614	RHEB
NM_016203	PRKAG2
NM_145292	GALNTL5
NM_022087	GALNT11
NM_170606	KMT2C
NM_005431	XRCC2
NM_020445	ACTR3B
NM_130797	DPP6
ENST00000449486	PAXIP1-AS2
NM_007349	PAXIP1
ENST00000543018	HTR5A-AS1
NM_024012	HTR5A
ENST00000404289	AC099552.4
NM_005542	INSIG1
ENST00000378120	BLACE
ENST00000401499	AC008060.7
NM_001427	EN2
NM_001103176	CNPY1
ENST00000401694	AC009403.2
NM_053043	RBM33
NM_000193	SHH
ENST00000377722	AC021218.2
NM_001291913	LOC389602
ENST00000333319	C7orf13
NM_001184996	RNF32
NM_022458	LMBR1
NM_138400	NOM1
NM_005515	MNX1
ENST00000594086	AC006967.1
NM_014671	UBE3C
NM_058246	DNAJB6
ENST00000444154	AC006372.1
NM_002847	PTPRN2
ENST00000409610	AC005481.5
NM_001281933	NCAPG2
NM_020728	ESYT2
NM_018051	WDR60
NM_003382	VIPR2
ENST00000522481	AC144568.2
NM_001005504	OR4F21
ENST00000523795	RP11-585F1.10
NM_001042416	ZNF596
NM_183421	FBXO25
NM_001256113	TDRP
NM_207332	ERICH1
NM_004745	DLGAP2
NM_018941	CLN8
NM_014629	ARHGEF10
NM_014867	KBTBD11
NM_003970	MYOM2
NM_033225	CSMD1
NM_024596	MCPH1
NM_001147	ANGPT2
NM_018361	AGPAT5
NM_207411	XKR5
NM_005218	DEFB1
NM_001926	DEFA6
NM_001925	DEFA4
NM_004084	DEFA1
NM_001042500	DEFA1B
NM_005217	DEFA3
NM_021010	DEFA5
NM_001256873	USP17L1P
NM_001256874	USP17L4
NM_001164457	ZNF705G
NM_001205266	DEFB4B
NM_001081551	DEFB103A
NM_018661	DEFB103B
NM_058203	SPAG11B
NM_080389	DEFB104A
NM_001040702	DEFB104B
NM_152251	DEFB106A
NM_001040704	DEFB106B
NM_152250	DEFB105A
NM_001040703	DEFB105B
NM_001037668	DEFB107A
NM_001040705	DEFB107B
NM_001282478	PRR23D2
NM_001282479	PRR23D1
NM_001081552	SPAG11A
NM_004942	DEFB4A
NM_001193630	ZNF705B
NM_001256872	USP17L8
NM_001256871	USP17L3
ENST00000594215	LRLE1
NM_001080826	SGK223
NM_194284	CLDN23
NM_004225	MFHAS1
NM_153332	ERI1
NM_001201329	PPP1R3B
ENST00000518496	RP11-10A14.4
NM_003747	TNKS
NM_012331	MSRA
NM_198464	PRSS55
NM_178857	RP1L1
NM_001040032	C8orf74
NM_031439	SOX7
NM_017884	PINX1
NM_173683	XKR6
ENST00000400102	AF131215.5
NM_015458	MTMR9
NM_054028	SLC35G5
NM_053279	FAM167A
ENST00000284481	C8orf12
NM_001715	BLK
NM_002052	GATA4
ENST00000525043	C8orf49
NM_001135746	NEIL2
ENST00000533405	RP11-297N6.4
NM_001287750	FDFT1
NM_001908	CTSB
NM_001033018	DEFB136
NM_001033017	DEFB135
NM_001033019	DEFB134
ENST00000527396	RP11-481A20.11
NM_001037804	DEFB130
NM_001195257	LOC100133267
NM_001039615	ZNF705D
NM_001256869	USP17L7
NM_201402	USP17L2
NM_001083537	FAM86B1
NM_001137610	FAM86B2
NM_152271	LONRF1
NM_020844	KIAA1456
NM_182643	DLC1
NM_001007090	C8orf48
NM_139167	SGCZ
NM_006765	TUSC3
NM_138715	MSR1
NM_019851	FGF20
NM_181723	MICU3
NM_016353	ZDHHC2
NM_013354	CNOT7
NM_152415	VPS37A
NM_004686	MTMR7
NM_001164771	SLC7A2
NM_006207	PDGFRL
NM_001001924	MTUS1
NM_201553	FGL1
NM_006197	PCM1
NM_004315	ASAH1
NM_001291962	NAT1
NM_000015	NAT2
NM_015310	PSD3
NM_022071	SH2D4A
NM_001130518	CSGALNACT1
NM_018142	INTS10
NM_000237	LPL
NM_003053	SLC18A1
NM_001693	ATP6V1B2
NM_021020	LZTS1
NM_001495	GFRA2
NM_003974	DOK2
NM_015024	XPO7
NM_001286680	NPM2
NM_003867	FGF17
NM_001114135	DMTN
NM_022749	FAM160B2
NM_024815	NUDT18
NM_005144	HR
NM_025232	REEP4
NM_139278	LGI3
NM_001172410	SFTPC
NM_006129	BMP1
NM_014759	PHYHIP
NM_001722	POLR3D
NM_001135721	PIWIL2
NM_015359	SLC39A14
NM_001243974	PPP3CC
NM_005775	SORBS3
NM_021630	PDLIM2
ENST00000450780	AC037459.4
NM_001013842	C8orf58
NM_021174	CCAR2
NM_018688	BIN3
NM_004430	EGR3
NM_144962	PEBP4
NM_001160036	RHOBTB2
NM_003842	TNFRSF10B
NM_003841	TNFRSF10C
NM_003840	TNFRSF10D
NM_003844	TNFRSF10A
NM_152272	CHMP7
NM_001136108	R3HCC1
NM_002318	LOXL2
NM_004901	ENTPD4
NM_016612	SLC25A37
ENST00000595539	AC051642.1
ENST00000399967	FP15737
NM_006167	NKX3-1
NM_001136271	NKX2-6
NM_003155	STC1
NM_014265	ADAM28
NM_014479	ADAMDEC1
NM_003817	ADAM7
NM_005382	NEFM
NM_006158	NEFL
NM_024940	DOCK5
NM_000825	GNRH1
NM_017634	KCTD9
NM_152562	CDCA2
NM_022659	EBF2
NM_001177591	PPP2R2A
NM_004331	BNIP3L
NM_007257	PNMA2
NM_001197293	DPYSL2
NM_033303	ADRA1A
ENST00000521869	RP11-521M14.2
NM_030795	STMN4
NM_171982	TRIM35
NM_004103	PTK2B
NM_000742	CHRNA2
NM_001979	EPHX2
NM_001831	CLU
NM_016240	SCARA3
NM_018246	CCDC25
NM_001017420	ESCO2
NM_001278945	PBK
NM_173833	SCARA5
NM_001010906	NUGGC
NM_018091	ELP3
NM_006228	PNOC
NM_018660	ZNF395
NM_172366	FBXO16
NM_145866	FZD3
NM_001440	EXTL3
NM_018250	INTS9
NM_001135726	HMBOX1
NM_015254	KIF13B
NM_001394	DUSP4
NM_016127	TMEM66
NM_001128208	LEPROTL1
NM_001100916	MBOAT4
NM_006571	DCTN6
NM_001008712	RBPMS
NM_002095	GTF2E2
NM_001206847	SMIM18
NM_000637	GSR
NM_005671	UBXN8
NM_001009552	PPP2CB
NM_031271	TEX15
NM_013357	PURG
NM_000553	WRN
NM_013956	NRG1
NM_032664	FUT10
NM_032509	MAK16
NM_025115	TTI2
NM_024787	RNF122
NM_024025	DUSP26
NM_080872	UNC5D
ENST00000437887	AC012215.1
NM_001031836	KCNU1
NM_025069	ZNF703
ENST00000330539	RP11-863K10.7
NM_007175	ERLIN2
NM_007198	PROSC
NM_032777	GPR124
NM_018310	BRF2
NM_001002814	RAB11FIP1
NM_152413	GOT1L1
NM_000025	ADRB3
NM_004095	EIF4EBP1
NM_004674	ASH2L
NM_000349	STAR
NM_014462	LSM1
NM_004874	BAG4
NM_001164232	DDHD2
NM_001102559	PPAPDC1B
NM_023034	WHSC1L1
NM_001286819	LETM2
NM_001174067	FGFR1
NM_207412	C8orf86
NM_006283	TACC1
NM_021623	PLEKHA2
NM_153692	HTRA4
NM_078473	TM2D2
NM_003816	ADAM9
NM_145004	ADAM32
NM_014237	ADAM18
NM_001464	ADAM2
NM_002164	IDO1
NM_194294	IDO2
NM_020130	C8orf4
NM_024645	ZMAT4
NM_003012	SFRP1
NM_001002296	GOLGA7
NM_032336	GINS4
NM_178819	AGPAT6
NM_152568	NKX6-3
NM_000037	ANK1
NM_006766	KAT6A
NM_001134296	AP3M2
NM_000930	PLAT
NM_001556	IKBKB
NM_002690	POLB
NM_014420	DKK4
NM_001135694	VDAC3
NM_006749	SLC20A2
NM_138436	SMIM19
NM_000749	CHRNB3
NM_004198	CHRNA6
NM_018105	THAP1
NM_030954	RNF170
NM_032410	HOOK3
ENST00000534420	RP11-598P20.5
NM_002027	FNTA
NM_001277971	POMK
NM_152419	HGSNAT
NM_001005365	POTEA
NM_001080394	SPIDR
NM_005195	CEBPD
NM_006904	PRKDC
NM_005914	MCM4
NM_003350	UBE2V2
NM_024593	EFCAB1
NM_003068	SNAI2
NM_001256596	C8orf22
ENST00000520800	RP11-738G5.2
NM_018967	SNTG1
NM_144651	PXDNL
ENST00000415643	AC090186.1
NM_052937	PCMTD1
NM_014682	ST18
NM_207413	FAM150A
NM_014781	RB1CC1
NM_005285	NPBWR1
NM_000912	OPRK1
NM_213620	ATP6V1H
NM_170587	RGS20
NM_006756	TCEA1
NM_006330	LYPLA1
NM_014175	MRPL15
NM_022454	SOX17
NM_006269	RP1
NM_052898	XKR4
ENST00000522186	RP11-386G21.1
ENST00000522559	RP11-386G21.2
NM_001286657	TMEM68
NM_024831	TGS1
NM_002350	LYN
NM_001146227	RPS20
NM_005372	MOS
NM_001114634	PLAG1
NM_001011668	CHCHD7
NM_138969	SDR16C5
NM_006211	PENK
NM_017813	IMPAD1
NM_147189	FAM110B
NM_001077619	UBXN2B
NM_000780	CYP7A1
NM_001007067	SDCBP
NM_001144772	NSMAF
NM_014729	TOX
NM_004056	CA8
NM_002865	RAB2A
NM_017780	CHD7
NM_173519	CLVS1
NM_004318	ASPH
NM_173688	NKAIN3
NM_003878	GGH
NM_000370	TTPA
NM_152758	YTHDF3
NM_152414	BHLHE22
NM_004820	CYP7B1
NM_018120	ARMC1
NM_001145839	MTFR1
NM_001242318	PDE7A
NM_033105	DNAJC5B
NM_033058	TRIM55
NM_000756	CRH
NM_015169	RRS1
NM_144650	ADHFE1
NM_152765	C8orf46
NM_001080416	MYBL1
NM_025054	VCPIP1
NM_019607	C8orf44
NM_001033578	SGK3
NM_001204173	C8orf44-SGK3
NM_173518	MCMDC2
NM_001193502	TCF24
NM_001013626	PPP1R42
NM_006837	COPS5
NM_024790	CSPP1
NM_006421	ARFGEF1
NM_020361	CPA6
NM_024870	PREX2
ENST00000512294	RP11-664D7.4
NM_052958	C8orf34
NM_001128204	SULF1
NM_030958	SLCO5A1
ENST00000602248	AC090574.1
NM_024504	PRDM14
NM_006540	NCOA2
ENST00000391684	AC120194.1
NM_014294	TRAM1
NM_016027	LACTB2
ENST00000499227	RP11-382J12.1
NM_001287260	XKR9
NM_172058	EYA1
ENST00000523987	RP11-1102P16.1
NM_005098	MSC
ENST00000537896	RP11-383H13.1
NM_007332	TRPA1
NM_004770	KCNB2
NM_017489	TERF1
NM_153225	SBSPON
NM_001243237	LOC100130301
NM_000971	RPL7
NM_172037	RDH10
NM_001164380	STAU2
ENST00000358757	RP11-463D19.2
NM_001001481	UBE2W
NM_005648	TCEB1
NM_017866	TMEM70
NM_015364	LY96
NM_020647	JPH1
NM_018972	GDAP1
ENST00000523442	RP11-758M4.1
NM_015886	PI15
NM_031461	CRISPLD1
NM_004133	HNF4G
NM_024721	ZFHX4
NM_001172087	PEX2
NM_181839	PKIA
NM_016010	ZC2HC1A
NM_000880	IL7
NM_001199214	STMN2
NM_001040708	HEY1
NM_014018	MRPS28
NM_001287140	TPD52
NM_001105539	ZBTB10
NM_001033723	ZNF704
NM_018440	PAG1
NM_001444	FABP5
NM_002677	PMP2
NM_001080526	FABP9
NM_001442	FABP4
NM_001105281	FABP12
NM_001144878	IMPA1
NM_001010893	SLC10A5
NM_024699	ZFAND1
NM_152284	CHMP4C
NM_152836	SNX16
NM_001100391	RALYL
NM_033402	LRRCC1
NM_001951	E2F5
NM_001099672	C8orf59
ENST00000546501	RP11-219B4.5
NM_198584	CA13
ENST00000551479	RP11-219B4.6
NM_001164830	CA1
NM_005181	CA3
NM_000067	CA2
ENST00000379010	REXO1L1P
ENST00000425429	REXO1L11P
ENST00000540724	REXO1L10P
NM_033126	PSKH2
NM_152565	ATP6V0D2
NM_138817	SLC7A13
NM_007013	WWP1
NM_016033	RMDN1
NM_003909	CPNE3
NM_019098	CNGB3
NM_173538	CNBD1
NM_152418	DCAF4L2
NM_005941	MMP16
NM_003821	RIPK2
NM_001126111	OSGIN2
NM_002485	NBN
NM_001359	DECR1
NM_004929	CALB1
NM_001008495	TMEM64
NM_022351	NECAB1
NM_001190972	C8orf88
NM_018710	TMEM55A
NM_016023	OTUD6B
NM_001129890	LRRC69
NM_134266	SLC26A7
NM_001198679	RUNX1T1
ENST00000391681	AC117834.1
NM_001191036	TRIQK
NM_001242668	C8orf87
ENST00000598428	AC016885.1
NM_145269	FAM92A1
NM_203390	RBM12B
ENST00000391680	RBM12B-AS1
NM_153704	TMEM67
NM_001161780	PDP1
NM_001144663	CDH17
NM_005261	GEM
NM_012415	RAD54B
NM_001256141	FSBP
NM_015496	KIAA1429
ENST00000391679	AC023632.1
NM_017697	ESRP1
NM_181787	DPY19L4
NM_017864	INTS8
NM_057749	CCNE2
NM_033285	TP53INP1
NM_152416	NDUFAF6
NM_024613	PLEKHF2
NM_177965	C8orf37
NM_001001557	GDF6
NM_001254752	UQCRB
NM_015942	MTERFD1
NM_014754	PTDSS1
NM_002998	SDC2
NM_016134	CPQ
NM_033512	TSPYL5
NM_178812	MTDH
NM_018407	LAPTM4B
NM_002380	MATN2
NM_000989	RPL30
ENST00000318528	C8orf47
NM_173549	ERICH5
NM_005836	HRSP12
NM_015029	POP1
NM_024759	NIPAL2
NM_020697	KCNS2
NM_001256312	STK3
NM_001286841	OSR2
NM_017890	VPS13B
NM_004374	COX6C
NM_015668	RGS22
NM_001029860	FBXO43
NM_005034	POLR2K
NM_172218	SPAG1
NM_183419	RNF19A
NM_001270379	ANKRD46
NM_152628	SNX31
NM_002568	PABPC1
NM_001135701	YWHAZ
NM_001267709	ZNF706
NM_024915	GRHL2
NM_001040627	NCALD
NM_001172477	RRM2B
NM_015902	UBR5
ENST00000523572	KB-1980E6.3
NM_024410	ODF1
NM_005655	KLF10
NM_148174	AZIN1
ENST00000524007	KB-1507C5.2
NM_001695	ATP6V1C1
ENST00000521246	C8orf56
NM_024812	BAALC
NM_003506	FZD6
NM_138455	CTHRC1
NM_030780	SLC25A32
